for a variety of	[IN, DT, NN, IN]	635
of precision and recall	[IN, NN, CC, NN]	634
the existence of a	[DT, NN, IN, DT]	631
for instance in the	[IN, NN, IN, DT]	629
is consistent with the	[VBZ, JJ, IN, DT]	628
of the target language	[IN, DT, NN, NN]	626
it is likely that	[PRP, VBZ, JJ, IN]	626
the purpose of this	[DT, NN, IN, DT]	625
in terms of their	[IN, NNS, IN, PRP$]	624
not included in the	[RB, VBN, IN, DT]	624
can be obtained by	[MD, VB, VBN, IN]	624
from the perspective of	[IN, DT, NN, IN]	623
as a result we	[IN, DT, NN, PRP]	623
we have developed a	[PRP, VBP, VBN, DT]	622
this section we will	[DT, NN, PRP, MD]	622
that need to be	[DT, NN, TO, VB]	620
we observe that the	[PRP, VBP, IN, DT]	620
the current state of	[DT, JJ, NN, IN]	618
of the most frequent	[IN, DT, RBS, JJ]	616
is supported by the	[VBZ, VBN, IN, DT]	615
by the total number	[IN, DT, JJ, NN]	614
meeting of the association	[NN, IN, DT, NN]	613
reported in this paper	[VBN, IN, DT, NN]	612
the probability that a	[DT, NN, IN, DT]	611
of the same type	[IN, DT, JJ, NN]	610
table shows the performance	[NN, VBZ, DT, NN]	609
the importance of the	[DT, NN, IN, DT]	609
and the anonymous reviewers	[CC, DT, JJ, NNS]	608
as mentioned in section	[IN, VBN, IN, NN]	607
a result of the	[DT, NN, IN, DT]	607
the differences between the	[DT, NNS, IN, DT]	606
in the presence of	[IN, DT, NN, IN]	604
in order to reduce	[IN, NN, TO, VB]	602
the conditional probability of	[DT, JJ, NN, IN]	601
for our experiments we	[IN, PRP$, NNS, VBP]	601
as illustrated in figure	[IN, JJ, IN, NN]	598
computational linguistics volume number	[JJ, NNS, NN, NN]	596
can be defined as	[MD, VB, VBN, IN]	596
authors and do not	[NNS, CC, VBP, RB]	595
as described in the	[IN, VBN, IN, DT]	595
based on the assumption	[VBN, IN, DT, NN]	594
the authors and do	[DT, NNS, CC, VB]	594
in order to achieve	[IN, NN, TO, VB]	594
for example in figure	[IN, NN, IN, NN]	592
is the use of	[VBZ, DT, NN, IN]	591
we propose a new	[PRP, VBP, DT, JJ]	590
approach is based on	[NN, VBZ, VBN, IN]	589
is applied to the	[VBZ, VBN, TO, DT]	585
is a subset of	[VBZ, DT, NN, IN]	583
this approach is that	[DT, NN, VBZ, IN]	583
in a similar way	[IN, DT, JJ, NN]	582
to the lack of	[TO, DT, NN, IN]	582
play an important role	[VB, DT, JJ, NN]	579
we present a novel	[PRP, VBP, DT, NN]	577
shown in figure in	[VBN, IN, NN, IN]	575
in this example the	[IN, DT, NN, DT]	573
on the development data	[IN, DT, NN, NNS]	569
we refer to the	[PRP, VBP, TO, DT]	569
we note that the	[PRP, VBP, IN, DT]	568
the design of the	[DT, NN, IN, DT]	568
with the use of	[IN, DT, NN, IN]	568
address the problem of	[VB, DT, NN, IN]	566
a variant of the	[DT, NN, IN, DT]	565
can be extended to	[MD, VB, VBN, TO]	565
was partially supported by	[VBD, RB, VBN, IN]	565
with regard to the	[IN, NN, TO, DT]	565
for the development of	[IN, DT, NN, IN]	564
the context in which	[DT, NN, IN, WDT]	562
improve the quality of	[VB, DT, NN, IN]	562
reviewers for their helpful	[NNS, IN, PRP$, JJ]	561
by the use of	[IN, DT, NN, IN]	560
of a sequence of	[IN, DT, NN, IN]	560
table shows that the	[NN, VBZ, IN, DT]	559
order to evaluate the	[NN, TO, VB, DT]	559
this paper proposes a	[DT, NN, VBZ, DT]	559
the syntactic structure of	[DT, JJ, NN, IN]	559
advanced research projects agency	[VBN, NN, NNS, NN]	559
the results on the	[DT, NNS, IN, DT]	558
a sequence of words	[DT, NN, IN, NNS]	558
is assumed to be	[VBZ, VBN, TO, VB]	556
is the result of	[VBZ, DT, NN, IN]	555
in our experiments the	[IN, PRP$, NNS, DT]	554
support vector machine svm	[NN, NN, NN, NN]	553
for the shared task	[IN, DT, VBN, NN]	549
minimum error rate training	[JJ, NN, NN, NN]	548
the basis of a	[DT, NN, IN, DT]	548
for example the word	[IN, NN, DT, NN]	547
natural language processing tasks	[JJ, NN, NN, NNS]	546
be seen in table	[VB, VBN, IN, NN]	545
shown in table in	[VBN, IN, NN, IN]	544
the description of the	[DT, NN, IN, DT]	544
in an attempt to	[IN, DT, NN, TO]	544
not present in the	[RB, JJ, IN, DT]	544
in this experiment we	[IN, DT, NN, PRP]	543
precision and recall of	[NN, CC, NN, IN]	542
referred to as the	[VBN, TO, IN, DT]	541
a measure of the	[DT, NN, IN, DT]	539
as the basis for	[IN, DT, NN, IN]	537
scope of this paper	[NN, IN, DT, NN]	536
there is no need	[EX, VBZ, DT, NN]	535
recommendations expressed in this	[NNS, VBD, IN, DT]	534
knowledge this is the	[NN, DT, VBZ, DT]	532
our experiments we used	[PRP$, NNS, PRP, VBD]	532
in the knowledge base	[IN, DT, NN, NN]	532
in statistical machine translation	[IN, JJ, NN, NN]	531
interesting to note that	[JJ, TO, VB, IN]	531
shown in figure we	[VBN, IN, NN, PRP]	531
presence or absence of	[NN, CC, NN, IN]	529
the features of the	[DT, NNS, IN, DT]	528
a combination of the	[DT, NN, IN, DT]	528
the characteristics of the	[DT, NNS, IN, DT]	528
a probability distribution over	[DT, NN, NN, IN]	527
or recommendations expressed in	[CC, NNS, VBN, IN]	524
development and test sets	[NN, CC, NN, NNS]	523
future work we will	[JJ, NN, PRP, MD]	523
on the type of	[IN, DT, NN, IN]	523
for their helpful comments	[IN, PRP$, JJ, NNS]	522
our knowledge this is	[PRP$, NN, DT, VBZ]	522
in order to identify	[IN, NN, TO, VB]	522
to note that the	[TO, VB, IN, DT]	522
is motivated by the	[VBZ, VBN, IN, DT]	521
is closely related to	[VBZ, RB, VBN, TO]	520
plays an important role	[VBZ, DT, JJ, NN]	520
a linear combination of	[DT, NN, NN, IN]	520
has been applied to	[VBZ, VBN, VBN, TO]	519
is referred to as	[VBZ, VBN, TO, IN]	519
section we describe our	[NN, PRP, VBP, PRP$]	518
research was supported by	[NN, VBD, VBN, IN]	517
the likelihood of the	[DT, NN, IN, DT]	515
improve the accuracy of	[VB, DT, NN, IN]	515
the probability that the	[DT, NN, IN, DT]	515
remainder of the paper	[NN, IN, DT, NN]	514
the most frequent words	[DT, RBS, JJ, NNS]	512
an instance of the	[DT, NN, IN, DT]	512
can be achieved by	[MD, VB, VBN, IN]	512
this suggests that the	[DT, VBZ, IN, DT]	511
we propose a method	[PRP, VBP, DT, NN]	510
in order to test	[IN, NN, TO, VB]	510
is interesting to note	[VBZ, JJ, TO, VB]	510
performance of our system	[NN, IN, PRP$, NN]	509
on the quality of	[IN, DT, NN, IN]	509
have been proposed to	[VBP, VBN, VBN, TO]	509
the following sections we	[DT, JJ, NNS, VBP]	508
the selection of the	[DT, NN, IN, DT]	507
natural language processing and	[JJ, NN, NN, CC]	507
our experiments show that	[PRP$, NNS, VBP, IN]	506
is very similar to	[VBZ, RB, JJ, TO]	506
a limited number of	[DT, JJ, NN, IN]	506
as a basis for	[IN, DT, NN, IN]	505
conclusions or recommendations expressed	[NNS, CC, NNS, VBN]	504
the probabilities of the	[DT, NNS, IN, DT]	503
is similar to that	[VBZ, JJ, TO, WDT]	502
the results of a	[DT, NNS, IN, DT]	501
proceedings of the international	[NNS, IN, DT, JJ]	501
defense advanced research projects	[NN, VBD, NN, NNS]	501
as a measure of	[IN, DT, NN, IN]	500
is represented by the	[VBZ, VBN, IN, DT]	499
source and target languages	[NN, CC, NN, NNS]	499
this paper we presented	[DT, NN, PRP, VBN]	498
our experiments we use	[PRP$, NNS, PRP, VBP]	498
it is assumed that	[PRP, VBZ, VBN, IN]	497
work was supported in	[NN, VBD, VBN, IN]	496
in the use of	[IN, DT, NN, IN]	496
be applied to the	[VB, VBN, TO, DT]	496
due to the lack	[JJ, TO, DT, NN]	495
is an extension of	[VBZ, DT, NN, IN]	495
is defined as where	[VBZ, VBN, IN, WRB]	494
the results obtained by	[DT, NNS, VBN, IN]	493
a machine translation system	[DT, NN, NN, NN]	493
in the following example	[IN, DT, VBG, NN]	492
at the word level	[IN, DT, NN, NN]	492
the contents of the	[DT, NNS, IN, DT]	492
for statistical machine translation	[IN, JJ, NN, NN]	492
a high degree of	[DT, JJ, NN, IN]	492
described in section and	[VBN, IN, NN, CC]	490
can be represented by	[MD, VB, VBN, IN]	490
current state of the	[JJ, NN, IN, DT]	490
can be derived from	[MD, VB, VBN, IN]	489
the contribution of the	[DT, NN, IN, DT]	489
improvement over the baseline	[NN, IN, DT, NN]	488
used in the experiments	[VBN, IN, DT, NNS]	486
the two types of	[DT, CD, NNS, IN]	485
of the most important	[IN, DT, RBS, JJ]	485
this results in a	[DT, NNS, IN, DT]	485
the creation of a	[DT, NN, IN, DT]	485
denote the set of	[VBP, DT, NN, IN]	484
the information in the	[DT, NN, IN, DT]	484
in order to provide	[IN, NN, TO, VB]	484
denotes the number of	[VBZ, DT, NN, IN]	480
can be attributed to	[MD, VB, VBN, TO]	479
of the proposed method	[IN, DT, VBN, NN]	479
the most frequent sense	[DT, RBS, JJ, NN]	479
to determine whether the	[TO, VB, IN, DT]	479
the previous section we	[DT, JJ, NN, PRP]	478
is given in table	[VBZ, VBN, IN, NN]	476
evaluate the quality of	[VB, DT, NN, IN]	476
the result is a	[DT, NN, VBZ, DT]	474
to reduce the number	[TO, VB, DT, NN]	474
named entity recognition ner	[VBN, NN, NN, NN]	473
in the task of	[IN, DT, NN, IN]	473
as an example of	[IN, DT, NN, IN]	472
the domain of the	[DT, NN, IN, DT]	471
be noted that the	[VB, VBN, IN, DT]	471
the example in figure	[DT, NN, IN, NN]	470
the presence of the	[DT, NN, IN, DT]	470
of the meaning of	[IN, DT, NN, IN]	470
section we discuss the	[NN, PRP, VBP, DT]	470
are similar to the	[VBP, JJ, TO, DT]	470
the task of identifying	[DT, NN, IN, VBG]	470
partially supported by the	[RB, VBN, IN, DT]	469
in terms of precision	[IN, NNS, IN, NN]	469
consists of a set	[VBZ, IN, DT, NN]	468
the implementation of the	[DT, NN, IN, DT]	467
we present the results	[PRP, VBP, DT, NNS]	467
the presence or absence	[DT, NN, CC, NN]	466
of our approach is	[IN, PRP$, NN, VBZ]	466
is equivalent to the	[VBZ, JJ, TO, DT]	466
the quality of a	[DT, NN, IN, DT]	465
closely related to the	[RB, VBN, TO, DT]	465
in order to generate	[IN, NN, TO, VB]	465
are assumed to be	[VBP, VBN, TO, VB]	464
for example if we	[IN, NN, IN, PRP]	464
the paper is structured	[DT, NN, VBZ, VBN]	463
shows the results for	[VBZ, DT, NNS, IN]	463
have been proposed for	[VBP, VBN, VBN, IN]	462
that is based on	[WDT, VBZ, VBN, IN]	462
three anonymous reviewers for	[CD, JJ, NNS, IN]	461
the structure of a	[DT, NN, IN, DT]	461
with the goal of	[IN, DT, NN, IN]	460
in comparison to the	[IN, NN, TO, DT]	460
in the above example	[IN, DT, JJ, NN]	459
this work was partially	[DT, NN, VBD, RB]	458
section in section we	[NN, IN, NN, PRP]	458
be attributed to the	[VB, VBN, TO, DT]	458
syntactic and semantic information	[NN, CC, JJ, NN]	457
than or equal to	[IN, CC, JJ, TO]	457
does not depend on	[VBZ, RB, VB, IN]	457
as the sum of	[IN, DT, NN, IN]	456
according to the following	[VBG, TO, DT, VBG]	456
in order to compare	[IN, NN, TO, VB]	456
are presented in section	[VBP, VBN, IN, NN]	456
as compared to the	[IN, VBN, TO, DT]	456
a detailed description of	[DT, JJ, NN, IN]	455
of the input sentence	[IN, DT, NN, NN]	455
a summary of the	[DT, NN, IN, DT]	454
for example if a	[IN, NN, IN, DT]	453
the difficulty of the	[DT, NN, IN, DT]	453
on statistical machine translation	[IN, JJ, NN, NN]	452
model trained on the	[NN, VBN, IN, DT]	452
a novel approach to	[DT, JJ, NN, TO]	452
in this material are	[IN, DT, NN, VBP]	451
the defense advanced research	[DT, NN, VBD, NN]	451
for example the following	[IN, NN, DT, VBG]	451
are reported in table	[VBP, VBN, IN, NN]	451
shown in table for	[VBN, IN, NN, IN]	451
as a source of	[IN, DT, NN, IN]	450
as input to the	[IN, NN, TO, DT]	450
to the same entity	[TO, DT, JJ, NN]	448
have been applied to	[VBP, VBN, VBN, TO]	446
to address this problem	[TO, VB, DT, NN]	446
source and target language	[NN, CC, NN, NN]	445
the features used in	[DT, NNS, VBN, IN]	445
allows the user to	[VBZ, DT, NN, TO]	444
any opinions findings and	[DT, NNS, NNS, CC]	444
necessarily reflect the views	[RB, VBP, DT, NNS]	444
is derived from the	[VBZ, VBN, IN, DT]	443
be represented as a	[VB, VBN, IN, DT]	443
of the probabilities of	[IN, DT, NNS, IN]	442
of the use of	[IN, DT, NN, IN]	442
the influence of the	[DT, NN, IN, DT]	442
is included in the	[VBZ, VBN, IN, DT]	442
be regarded as a	[VB, VBN, IN, DT]	442
we can conclude that	[PRP, MD, VB, IN]	442
the set of features	[DT, NN, IN, NNS]	441
