to produce a	[TO, VB, DT]	2479
this type of	[DT, NN, IN]	2478
defined as the	[VBN, IN, DT]	2472
the domain of	[DT, NN, IN]	2471
a range of	[DT, NN, IN]	2471
named entity recognition	[VBN, NN, NN]	2467
results on the	[NNS, IN, DT]	2439
is organized as	[VBZ, VBN, IN]	2437
refers to the	[VBZ, TO, DT]	2428
to estimate the	[TO, VB, DT]	2428
the complexity of	[DT, NN, IN]	2426
in particular we	[IN, JJ, PRP]	2422
to measure the	[TO, VB, DT]	2419
is likely to	[VBZ, JJ, TO]	2415
future work we	[JJ, NN, PRP]	2401
anonymous reviewers for	[JJ, NNS, IN]	2398
the identification of	[DT, NN, IN]	2397
the university of	[DT, NN, IN]	2397
the assumption that	[DT, NN, IN]	2390
the proposed method	[DT, VBN, NN]	2387
we present the	[PRP, VBP, DT]	2386
is associated with	[VBZ, VBN, IN]	2385
features such as	[NNS, JJ, IN]	2380
the content of	[DT, NN, IN]	2374
organized as follows	[VBN, IN, VBZ]	2372
results in a	[NNS, IN, DT]	2372
in figure we	[IN, NN, PRP]	2367
tend to be	[VB, TO, VB]	2363
in the model	[IN, DT, NN]	2358
the most likely	[DT, RBS, JJ]	2354
the remainder of	[DT, NN, IN]	2351
the source and	[DT, NN, CC]	2338
according to their	[VBG, TO, PRP$]	2329
the existence of	[DT, NN, IN]	2324
to provide a	[TO, VB, DT]	2310
this approach is	[DT, NN, VBZ]	2307
of the features	[IN, DT, NNS]	2306
in section and	[IN, NN, CC]	2303
performance of our	[NN, IN, PRP$]	2302
we have presented	[PRP, VBP, VBN]	2301
a wide range	[DT, JJ, NN]	2296
aspects of the	[NNS, IN, DT]	2286
the values of	[DT, NNS, IN]	2273
tasks such as	[NNS, JJ, IN]	2271
to predict the	[TO, VB, DT]	2270
be viewed as	[VB, VBN, IN]	2265
the most common	[DT, RBS, JJ]	2263
in the example	[IN, DT, NN]	2260
sum of the	[NN, IN, DT]	2259
paper is organized	[NN, VBZ, VBN]	2248
of our approach	[IN, PRP$, NN]	2245
to refer to	[TO, VB, TO]	2235
the interpretation of	[DT, NN, IN]	2234
to represent the	[TO, VB, DT]	2234
the system to	[DT, NN, TO]	2234
of the task	[IN, DT, NN]	2233
is represented by	[VBZ, VBN, IN]	2230
however it is	[RB, PRP, VBZ]	2226
the proportion of	[DT, NN, IN]	2218
we define the	[PRP, VB, DT]	2211
the relation between	[DT, NN, IN]	2187
the probability that	[DT, NN, WDT]	2168
section we present	[NN, PRP, NN]	2156
reviewers for their	[NNS, IN, PRP$]	2154
generated by the	[VBN, IN, DT]	2153
is necessary to	[VBZ, JJ, TO]	2140
results are shown	[NNS, VBP, VBN]	2137
the range of	[DT, NN, IN]	2133
in particular the	[IN, JJ, DT]	2130
to select the	[TO, VB, DT]	2125
the user to	[DT, NN, TO]	2117
represented as a	[VBN, IN, DT]	2112
is an important	[VBZ, DT, JJ]	2097
the results in	[DT, NNS, IN]	2095
the baseline system	[DT, NN, NN]	2091
of the proposed	[IN, DT, VBN]	2090
the effects of	[DT, NNS, IN]	2090
that the system	[IN, DT, NN]	2080
distribution of the	[NN, IN, DT]	2077
in the experiments	[IN, DT, NNS]	2075
to obtain the	[TO, VB, DT]	2074
wall street journal	[NN, NN, NN]	2072
the results obtained	[DT, NNS, VBN]	2059
is applied to	[VBZ, VBN, TO]	2057
indicates that the	[VBZ, IN, DT]	2047
in the domain	[IN, DT, NN]	2042
an overview of	[DT, NN, IN]	2040
performance on the	[NN, IN, DT]	2024
semantic role labeling	[JJ, NN, NN]	2023
was supported by	[VBD, VBN, IN]	2020
the creation of	[DT, NN, IN]	2016
in the system	[IN, DT, NN]	2011
example of a	[NN, IN, DT]	2008
in the table	[IN, DT, NN]	2002
we compare the	[PRP, VBP, DT]	2002
the contribution of	[DT, NN, IN]	1998
features in the	[NNS, IN, DT]	1998
model and the	[NN, CC, DT]	1997
given in table	[VBN, IN, NN]	1991
we note that	[PRP, VBP, IN]	1985
the difference in	[DT, NN, IN]	1984
values of the	[NNS, IN, DT]	1975
information from the	[NN, IN, DT]	1973
a result of	[DT, NN, IN]	1972
of the feature	[IN, DT, NN]	1971
result of the	[NN, IN, DT]	1959
complexity of the	[NN, IN, DT]	1953
of the results	[IN, DT, NNS]	1947
paper we propose	[NN, PRP, VBP]	1946
of the previous	[IN, DT, JJ]	1946
occur in the	[VBP, IN, DT]	1944
precision recall and	[NN, NN, CC]	1942
function of the	[NN, IN, DT]	1938
section describes the	[NN, VBZ, DT]	1934
improve the performance	[VB, DT, NN]	1925
implementation of the	[NN, IN, DT]	1925
in our system	[IN, PRP$, NN]	1921
a function of	[DT, NN, IN]	1920
as a whole	[IN, DT, NN]	1914
at the level	[IN, DT, NN]	1903
the types of	[DT, NNS, IN]	1899
the subject of	[DT, NN, IN]	1898
the sequence of	[DT, NN, IN]	1897
the absence of	[DT, NN, IN]	1897
of the user	[IN, DT, NN]	1896
obtained from the	[VBN, IN, DT]	1892
the design of	[DT, NN, IN]	1888
basis of the	[NN, IN, DT]	1885
a system that	[DT, NN, WDT]	1884
results in the	[NNS, IN, DT]	1883
for this purpose	[IN, DT, NN]	1881
we evaluate the	[PRP, VB, DT]	1879
to the system	[TO, DT, NN]	1878
content of the	[NN, IN, DT]	1876
of a particular	[IN, DT, JJ]	1875
the concept of	[DT, NN, IN]	1873
to obtain a	[TO, VB, DT]	1872
can be viewed	[MD, VB, VBN]	1871
training and testing	[NN, CC, NN]	1867
the best performance	[DT, JJS, NN]	1867
the ratio of	[DT, NN, IN]	1867
assigned to the	[VBN, TO, DT]	1865
the most probable	[DT, RBS, JJ]	1857
our goal is	[PRP$, NN, VBZ]	1857
this suggests that	[DT, VBZ, WDT]	1855
a measure of	[DT, NN, IN]	1845
described in this	[VBN, IN, DT]	1845
is related to	[VBZ, VBN, TO]	1843
we observe that	[PRP, VBP, IN]	1843
combination of the	[NN, IN, DT]	1842
represented by a	[VBN, IN, DT]	1842
task is to	[NN, VBZ, TO]	1836
the task is	[DT, NN, VBZ]	1830
the anonymous reviewers	[DT, JJ, NNS]	1822
illustrated in figure	[JJ, IN, NN]	1821
to ensure that	[TO, VB, IN]	1818
determined by the	[VBN, IN, DT]	1817
to our knowledge	[TO, PRP$, NN]	1815
to compare the	[TO, VB, DT]	1815
contained in the	[VBN, IN, DT]	1810
can be obtained	[MD, VB, VBN]	1809
in section in	[IN, NN, IN]	1809
it is necessary	[PRP, VBZ, JJ]	1806
the likelihood of	[DT, NN, IN]	1802
to determine whether	[TO, VB, IN]	1799
knowledge of the	[NN, IN, DT]	1798
number of features	[NN, IN, NNS]	1793
is described in	[VBZ, VBN, IN]	1791
the parameters of	[DT, NNS, IN]	1790
the system s	[DT, NN, VBZ]	1784
table shows that	[NN, VBZ, IN]	1779
makes use of	[VBZ, NN, IN]	1772
for example we	[IN, NN, PRP]	1768
the selection of	[DT, NN, IN]	1768
the experimental results	[DT, JJ, NNS]	1766
the extraction of	[DT, NN, IN]	1765
based on their	[VBN, IN, PRP$]	1761
a natural language	[DT, JJ, NN]	1755
presented in table	[VBN, IN, NN]	1748
presented in this	[VBN, IN, DT]	1745
an accuracy of	[DT, NN, IN]	1744
is equivalent to	[VBZ, JJ, TO]	1744
depend on the	[VB, IN, DT]	1742
to the task	[TO, DT, NN]	1742
overview of the	[NN, IN, DT]	1741
input to the	[NN, TO, DT]	1739
as follows section	[IN, VBZ, NN]	1733
model of the	[NN, IN, DT]	1732
consistent with the	[JJ, IN, DT]	1731
form of a	[NN, IN, DT]	1730
to generate a	[TO, VB, DT]	1719
differences between the	[NNS, IN, DT]	1716
to generate the	[TO, VB, DT]	1713
of the above	[IN, DT, JJ]	1707
results of our	[NNS, IN, PRP$]	1706
to test the	[TO, VB, DT]	1700
can be represented	[MD, VB, VBN]	1698
applications such as	[NNS, JJ, IN]	1698
we define a	[PRP, VB, DT]	1694
relevant to the	[JJ, TO, DT]	1691
relative to the	[JJ, TO, DT]	1690
the similarity of	[DT, NN, IN]	1686
of our model	[IN, PRP$, NN]	1684
to note that	[TO, VB, IN]	1682
consists of the	[VBZ, IN, DT]	1682
an instance of	[DT, NN, IN]	1679
the knowledge base	[DT, NN, NN]	1679
the input sentence	[DT, NN, NN]	1676
natural language generation	[JJ, NN, NN]	1673
in this example	[IN, DT, NN]	1673
the focus of	[DT, NN, IN]	1663
the result is	[DT, NN, VBZ]	1657
our approach to	[PRP$, NN, TO]	1654
according to a	[VBG, TO, DT]	1646
compared with the	[VBN, IN, DT]	1645
for a particular	[IN, DT, JJ]	1641
to assess the	[TO, VB, DT]	1639
for the purpose	[IN, DT, NN]	1637
in the above	[IN, DT, JJ]	1632
the translation model	[DT, NN, NN]	1628
machine translation system	[NN, NN, NN]	1626
interpretation of the	[NN, IN, DT]	1626
is represented as	[VBZ, VBN, IN]	1624
a model of	[DT, NN, IN]	1623
of the corresponding	[IN, DT, JJ]	1620
of the information	[IN, DT, NN]	1619
the probabilities of	[DT, NNS, IN]	1619
the availability of	[DT, NN, IN]	1618
the source sentence	[DT, NN, NN]	1618
for instance in	[IN, NN, IN]	1614
example of the	[NN, IN, DT]	1612
significantly better than	[RB, JJR, IN]	1611
be interpreted as	[VB, VBN, IN]	1609
for natural language	[IN, JJ, NN]	1608
for each language	[IN, DT, NN]	1605
our system is	[PRP$, NN, VBZ]	1603
is composed of	[VBZ, VBN, IN]	1599
the precision of	[DT, NN, IN]	1597
shows an example	[VBZ, DT, NN]	1593
of the context	[IN, DT, NN]	1592
the association for	[DT, NN, IN]	1590
with regard to	[IN, NN, TO]	1588
be noted that	[VB, VBN, IN]	1585
language processing nlp	[NN, NN, NN]	1584
represented by the	[VBN, IN, DT]	1579
figure shows a	[NN, VBZ, DT]	1575
presented in section	[VBN, IN, NN]	1574
information such as	[NN, JJ, IN]	1568
of our method	[IN, PRP$, NN]	1563
relation between the	[NN, IN, DT]	1563
by the user	[IN, DT, NN]	1562
similarity between the	[NN, IN, DT]	1558
to model the	[TO, VB, DT]	1556
an analysis of	[DT, NN, IN]	1552
suggests that the	[VBZ, IN, DT]	1550
in this article	[IN, DT, NN]	1550
the differences between	[DT, NNS, IN]	1549
to construct a	[TO, VB, DT]	1545
equal to the	[JJ, TO, DT]	1543
previous work on	[JJ, NN, IN]	1541
defined as follows	[VBN, IN, VBZ]	1536
the aim of	[DT, NN, IN]	1534
the goal is	[DT, NN, VBZ]	1532
three types of	[CD, NNS, IN]	1528
in the process	[IN, DT, NN]	1523
other types of	[JJ, NNS, IN]	1521
in the task	[IN, DT, NN]	1521
the product of	[DT, NN, IN]	1516
to calculate the	[TO, VB, DT]	1516
work was supported	[NN, VBD, VBN]	1514
the following example	[DT, VBG, NN]	1510
in figure in	[IN, NN, IN]	1507
assumed to be	[VBN, TO, VB]	1505
support vector machines	[NN, NN, NNS]	1500
are extracted from	[VBP, VBN, IN]	1499
effect of the	[NN, IN, DT]	1497
the input to	[DT, NN, TO]	1494
in the language	[IN, DT, NN]	1490
to address the	[TO, VB, DT]	1489
as a feature	[IN, DT, NN]	1489
is presented in	[VBZ, VBN, IN]	1489
an extension of	[DT, NN, IN]	1489
the influence of	[DT, NN, IN]	1488
on the task	[IN, DT, NN]	1485
is supported by	[VBZ, VBN, IN]	1484
the results show	[DT, NNS, VBP]	1484
based on this	[VBN, IN, DT]	1484
we present an	[PRP, VBP, DT]	1484
understanding of the	[NN, IN, DT]	1482
of this approach	[IN, DT, NN]	1482
is determined by	[VBZ, VBN, IN]	1482
in table in	[IN, NN, IN]	1481
in the graph	[IN, DT, NN]	1481
does not require	[VBZ, RB, VB]	1477
positive or negative	[JJ, CC, JJ]	1477
we propose to	[PRP, VBP, TO]	1472
the usefulness of	[DT, NN, IN]	1464
recall and precision	[NN, CC, NN]	1464
the framework of	[DT, NN, IN]	1459
viewed as a	[VBN, IN, DT]	1459
we describe a	[PRP, VBP, DT]	1458
application of the	[NN, IN, DT]	1455
be useful for	[VB, JJ, IN]	1454
are described in	[VBP, VBN, IN]	1452
approach is to	[NN, VBZ, TO]	1450
definition of the	[NN, IN, DT]	1447
to develop a	[TO, VB, DT]	1445
the system and	[DT, NN, CC]	1444
features for the	[NNS, IN, DT]	1444
the model to	[DT, NN, TO]	1444
our method is	[PRP$, NN, VBZ]	1443
defined by the	[VBN, IN, DT]	1442
similar to that	[JJ, TO, WDT]	1440
instances of the	[NNS, IN, DT]	1439
the need to	[DT, NN, TO]	1439
of our knowledge	[IN, PRP$, NN]	1436
in this experiment	[IN, DT, NN]	1434
meaning of a	[NN, IN, DT]	1433
section we will	[NN, PRP, MD]	1433
of the authors	[IN, DT, NNS]	1431
available in the	[JJ, IN, DT]	1431
in combination with	[IN, NN, IN]	1429
parameters of the	[NNS, IN, DT]	1429
listed in table	[VBN, IN, NN]	1428
model can be	[NN, MD, VB]	1428
the implementation of	[DT, NN, IN]	1427
the system can	[DT, NN, MD]	1426
as a function	[IN, DT, NN]	1426
in a similar	[IN, DT, JJ]	1423
to increase the	[TO, VB, DT]	1421
figure shows an	[NN, VBZ, DT]	1416
is the probability	[VBZ, DT, NN]	1411
can be defined	[MD, VB, VBN]	1407
structure of a	[NN, IN, DT]	1406
paper we describe	[NN, PRP, VBP]	1405
the description of	[DT, NN, IN]	1404
in table and	[IN, NN, CC]	1401
context of a	[NN, IN, DT]	1400
in our model	[IN, PRP$, NN]	1400
this study we	[DT, NN, PRP]	1400
to form a	[TO, VB, DT]	1398
the best performing	[DT, JJS, VBG]	1394
a description of	[DT, NN, IN]	1390
errors in the	[NNS, IN, DT]	1390
to the current	[TO, DT, JJ]	1390
in general the	[IN, JJ, DT]	1383
the difficulty of	[DT, NN, IN]	1382
which consists of	[WDT, VBZ, IN]	1382
in the development	[IN, DT, NN]	1381
can be achieved	[MD, VB, VBN]	1381
access to the	[NN, TO, DT]	1380
have been developed	[VBP, VBN, VBN]	1379
model based on	[NN, VBN, IN]	1378
improvement over the	[NN, IN, DT]	1378
to the model	[TO, DT, NN]	1376
of the systems	[IN, DT, NNS]	1375
are associated with	[VBP, VBN, IN]	1371
the study of	[DT, NN, IN]	1367
given in figure	[VBN, IN, NN]	1366
for example for	[IN, NN, IN]	1366
we have developed	[PRP, VBP, VBN]	1365
are similar to	[VBP, JJ, TO]	1362
dependent on the	[JJ, IN, DT]	1362
indicate that the	[VBP, IN, DT]	1362
as discussed in	[IN, VBN, IN]	1361
in conjunction with	[IN, NN, IN]	1359
is designed to	[VBZ, VBN, TO]	1357
our model is	[PRP$, NN, VBZ]	1357
in table for	[IN, NN, IN]	1353
the user is	[DT, NN, VBZ]	1349
that the user	[IN, DT, NN]	1348
approach to the	[NN, TO, DT]	1343
of the dialogue	[IN, DT, NN]	1342
we discuss the	[PRP, VBP, DT]	1342
this research was	[DT, NN, VBD]	1340
defined as a	[VBN, IN, DT]	1338
been applied to	[VBN, VBN, TO]	1338
for our experiments	[IN, PRP$, NNS]	1336
a gold standard	[DT, JJ, NN]	1334
of the relation	[IN, DT, NN]	1332
used to generate	[VBN, TO, VB]	1329
wide variety of	[JJ, NN, IN]	1329
features based on	[NNS, VBN, IN]	1327
and the results	[CC, DT, NNS]	1323
the basis for	[DT, NN, IN]	1319
elements of the	[NNS, IN, DT]	1318
goal of the	[NN, IN, DT]	1318
the user can	[DT, NN, MD]	1317
independent of the	[JJ, IN, DT]	1315
a variant of	[DT, NN, IN]	1313
languages such as	[NNS, JJ, IN]	1311
of the resulting	[IN, DT, VBG]	1309
are more likely	[VBP, RBR, JJ]	1309
the system has	[DT, NN, VBZ]	1307
the feature set	[DT, NN, NN]	1307
an approach to	[DT, NN, TO]	1304
extension of the	[NN, IN, DT]	1301
characteristics of the	[NNS, IN, DT]	1301
to address this	[TO, VB, DT]	1300
should be noted	[MD, VB, VBN]	1300
example in figure	[NN, IN, NN]	1298
of the individual	[IN, DT, NN]	1287
the sentence level	[DT, NN, NN]	1285
the objective function	[DT, JJ, NN]	1285
type of the	[NN, IN, DT]	1284
the features of	[DT, NNS, IN]	1280
et al proposed	[FW, NN, VBN]	1280
of the whole	[IN, DT, NN]	1279
the utility of	[DT, NN, IN]	1277
is an example	[VBZ, DT, NN]	1277
to a particular	[TO, DT, JJ]	1277
to produce the	[TO, VB, DT]	1276
resulting in a	[VBG, IN, DT]	1275
is consistent with	[VBZ, JJ, IN]	1274
relationship between the	[NN, IN, DT]	1274
approach is that	[NN, VBZ, IN]	1274
the conditional probability	[DT, JJ, NN]	1273
differences in the	[NNS, IN, DT]	1273
next section we	[JJ, NN, PRP]	1269
represented in the	[VBN, IN, DT]	1269
associated with each	[VBN, IN, DT]	1268
closely related to	[RB, VBN, TO]	1268
the distinction between	[DT, NN, IN]	1267
the natural language	[DT, JJ, NN]	1266
is equal to	[VBZ, JJ, TO]	1266
we argue that	[PRP, VBP, IN]	1265
discussed in the	[VBN, IN, DT]	1263
remainder of this	[NN, IN, DT]	1263
an important role	[DT, JJ, NN]	1262
features that are	[NNS, DT, VBP]	1262
performance of a	[NN, IN, DT]	1261
the target domain	[DT, NN, NN]	1261
of the output	[IN, DT, NN]	1260
consists of two	[VBZ, IN, CD]	1259
motivated by the	[VBN, IN, DT]	1257
level of the	[NN, IN, DT]	1256
model for the	[NN, IN, DT]	1256
as compared to	[IN, VBN, TO]	1255
features from the	[NNS, IN, DT]	1255
we describe our	[PRP, VBP, PRP$]	1255
is assigned to	[VBZ, VBN, TO]	1253
to extract the	[TO, VB, DT]	1252
involved in the	[VBN, IN, DT]	1252
the system the	[DT, NN, DT]	1251
paper presents a	[NN, VBZ, DT]	1249
conditional random fields	[JJ, JJ, NNS]	1248
are related to	[VBP, VBN, TO]	1247
to describe the	[TO, VB, DT]	1247
information can be	[NN, MD, VB]	1244
as a consequence	[IN, DT, NN]	1244
section we discuss	[NN, PRP, VBP]	1243
be included in	[VB, VBN, IN]	1242
as illustrated in	[IN, VBN, IN]	1239
the occurrence of	[DT, NN, IN]	1238
a wide variety	[DT, JJ, NN]	1238
can be expressed	[MD, VB, VBN]	1236
that the model	[IN, DT, NN]	1236
terms in the	[NNS, IN, DT]	1233
of a language	[IN, DT, NN]	1232
in previous work	[IN, JJ, NN]	1232
machine translation systems	[NN, NN, NNS]	1230
constraints on the	[NNS, IN, DT]	1229
machine learning techniques	[NN, VBG, NNS]	1228
impact on the	[NN, IN, DT]	1227
we are currently	[PRP, VBP, RB]	1225
components of the	[NNS, IN, DT]	1225
in our approach	[IN, PRP$, NN]	1224
section of the	[NN, IN, DT]	1224
and the corresponding	[CC, DT, JJ]	1223
supported in part	[VBN, IN, NN]	1222
of the domain	[IN, DT, NN]	1221
focused on the	[VBN, IN, DT]	1221
mentioned in section	[VBN, IN, NN]	1220
in figure a	[IN, NN, DT]	1217
development and test	[NN, CC, NN]	1214
the following sections	[DT, JJ, NNS]	1213
presented in the	[VBN, IN, DT]	1212
different levels of	[JJ, NNS, IN]	1210
by comparing the	[IN, VBG, DT]	1209
we report the	[PRP, VBP, DT]	1206
from the source	[IN, DT, NN]	1206
component of the	[NN, IN, DT]	1203
is a function	[VBZ, DT, NN]	1201
in contrast the	[IN, NN, DT]	1200
we apply the	[PRP, VBP, DT]	1199
number of occurrences	[NN, IN, NNS]	1198
a group of	[DT, NN, IN]	1197
experiments on the	[NNS, IN, DT]	1195
at the university	[IN, DT, NN]	1195
similarity between two	[NN, IN, CD]	1195
of the association	[IN, DT, NN]	1195
to be useful	[TO, VB, JJ]	1194
be regarded as	[VB, VBN, IN]	1193
sequence of words	[NN, IN, NNS]	1191
experiments show that	[NNS, VBP, IN]	1191
of the models	[IN, DT, NNS]	1191
the integration of	[DT, NN, IN]	1189
observed in the	[VBN, IN, DT]	1187
