model of	[NN, IN]	8580
example in	[NN, IN]	8559
to provide	[TO, VB]	8506
subset of	[NN, IN]	8398
the value	[DT, NN]	8362
to extract	[TO, VB]	8336
distribution of	[NN, IN]	8321
the quality	[DT, NN]	8279
and thus	[CC, RB]	8242
features and	[NNS, CC]	8227
the difference	[DT, NN]	8147
the whole	[DT, NN]	8061
table the	[NN, DT]	8053
the basic	[DT, JJ]	8029
shared task	[VBN, NN]	8027
method for	[NN, IN]	7936
a language	[DT, NN]	7917
information in	[NN, IN]	7903
describe the	[VB, DT]	7902
the basis	[DT, NN]	7839
target language	[NN, NN]	7818
previous work	[JJ, NN]	7812
the initial	[DT, JJ]	7787
figure the	[NN, DT]	7751
this task	[DT, NN]	7705
the meaning	[DT, NN]	7681
effect of	[NN, IN]	7674
the experiments	[DT, NNS]	7626
a sequence	[DT, NN]	7603
information is	[NN, VBZ]	7561
meaning of	[NN, IN]	7530
tend to	[VB, TO]	7509
the type	[DT, NN]	7492
features in	[NNS, IN]	7485
output of	[NN, IN]	7450
provided by	[VBN, IN]	7445
features for	[NNS, IN]	7440
an important	[DT, JJ]	7416
we define	[PRP, VB]	7414
a feature	[DT, NN]	7413
provide a	[VB, DT]	7348
the structure	[DT, NN]	7341
thus the	[RB, DT]	7329
to perform	[TO, VB]	7306
result of	[NN, IN]	7297
model to	[NN, TO]	7290
the goal	[DT, NN]	7289
examples of	[NNS, IN]	7265
the authors	[DT, NNS]	7252
the dependency	[DT, NN]	7233
a similar	[DT, JJ]	7203
method is	[NN, VBZ]	7201
the effect	[DT, NN]	7163
the distribution	[DT, NN]	7122
produced by	[VBN, IN]	7115
generated by	[VBN, IN]	7106
values of	[NNS, IN]	7011
of language	[IN, NN]	7004
present a	[VB, DT]	7000
section the	[NN, DT]	6990
propose a	[VB, DT]	6980
consisting of	[VBG, IN]	6961
definition of	[NN, IN]	6961
the subject	[DT, NN]	6955
obtained by	[VBN, IN]	6954
a method	[DT, NN]	6954
difference between	[NN, IN]	6940
supported by	[VBN, IN]	6938
aspects of	[NNS, IN]	6935
precision and	[NN, CC]	6927
experiments we	[NNS, PRP]	6904
a specific	[DT, JJ]	6895
named entity	[VBN, NN]	6893
as described	[RB, VBN]	6797
we assume	[PRP, VBP]	6782
a result	[DT, NN]	6778
assigned to	[VBN, TO]	6748
to represent	[TO, VB]	6742
features of	[NNS, IN]	6739
provides a	[VBZ, DT]	6700
represented by	[VBN, IN]	6687
similarity between	[NN, IN]	6659
included in	[VBN, IN]	6644
language models	[NN, NNS]	6603
the analysis	[DT, NN]	6592
represent the	[VB, DT]	6591
description of	[NN, IN]	6575
the dialogue	[DT, NN]	6534
depending on	[VBG, IN]	6524
basis of	[NN, IN]	6496
model we	[NN, PRP]	6488
the general	[DT, JJ]	6482
determine the	[VB, DT]	6457
notion of	[NN, IN]	6415
degree of	[NN, IN]	6405
system for	[NN, IN]	6393
system to	[NN, TO]	6383
approaches to	[NNS, TO]	6311
process of	[NN, IN]	6276
task is	[NN, VBZ]	6262
the relative	[DT, JJ]	6261
discussed in	[VBN, IN]	6249
the example	[DT, NN]	6248
a variety	[DT, NN]	6244
our results	[PRP$, NNS]	6225
features that	[NNS, WDT]	6216
model in	[NN, IN]	6213
this method	[DT, NN]	6211
to achieve	[TO, VB]	6173
speech recognition	[NN, NN]	6168
development of	[NN, IN]	6131
language and	[NN, CC]	6123
system and	[NN, CC]	6105
the reference	[DT, NN]	6104
relations between	[NNS, IN]	6102
most frequent	[RBS, JJ]	6101
represents the	[VBZ, DT]	6101
results on	[NNS, IN]	6092
table we	[NN, PRP]	6059
application of	[NN, IN]	6035
the models	[DT, NNS]	6007
the graph	[DT, NN]	6001
information retrieval	[NN, NN]	5970
to predict	[TO, VB]	5960
means of	[NNS, IN]	5955
system the	[NN, DT]	5954
the term	[DT, NN]	5937
suggests that	[VBZ, IN]	5897
nature of	[NN, IN]	5876
the table	[DT, NN]	5868
to select	[TO, VB]	5865
information from	[NN, IN]	5865
instances of	[NNS, IN]	5854
system that	[NN, WDT]	5826
word alignment	[NN, NN]	5805
this model	[DT, NN]	5773
development set	[NN, NN]	5768
depends on	[VBZ, IN]	5719
performance on	[NN, IN]	5717
a significant	[DT, JJ]	5703
be applied	[VB, VBN]	5692
goal of	[NN, IN]	5691
feature set	[NN, NN]	5685
indicates that	[VBZ, IN]	5684
these results	[DT, NNS]	5665
compare the	[VB, DT]	5658
the classification	[DT, NN]	5658
lack of	[NN, IN]	5653
is important	[VBZ, JJ]	5636
the alignment	[DT, NN]	5630
occur in	[VBP, IN]	5595
identify the	[VB, DT]	5579
relation between	[NN, IN]	5549
methods for	[NNS, IN]	5547
attempt to	[NN, TO]	5532
refers to	[VBZ, TO]	5514
useful for	[JJ, IN]	5508
total number	[JJ, NN]	5507
error rate	[NN, NN]	5496
the parameters	[DT, NNS]	5485
the actual	[DT, JJ]	5460
needs to	[NNS, TO]	5459
models are	[NNS, VBP]	5452
result in	[NN, IN]	5445
implementation of	[NN, IN]	5415
experimental results	[JJ, NNS]	5401
the precision	[DT, NN]	5362
we compare	[PRP, VBP]	5358
however we	[RB, PRP]	5352
levels of	[NNS, IN]	5331
focused on	[VBN, IN]	5321
rely on	[VB, IN]	5308
the content	[DT, NN]	5296
to compare	[TO, VB]	5285
source and	[NN, CC]	5277
system in	[NN, IN]	5267
this study	[DT, NN]	5255
a user	[DT, NN]	5236
the knowledge	[DT, NN]	5230
knowledge base	[NN, NN]	5222
the application	[DT, NN]	5222
defined in	[VBN, IN]	5215
define the	[VB, DT]	5209
a subset	[DT, NN]	5159
necessary to	[JJ, TO]	5154
named entities	[VBN, NNS]	5151
therefore we	[RB, PRP]	5149
represented as	[VBN, IN]	5149
percentage of	[NN, IN]	5147
features we	[NNS, PRP]	5140
method to	[NN, TO]	5132
reported in	[VBN, IN]	5128
a general	[DT, JJ]	5121
interpretation of	[NN, IN]	5113
and therefore	[CC, RB]	5108
is represented	[VBZ, VBN]	5103
results show	[NNS, VBP]	5098
to model	[TO, NN]	5076
reduce the	[VB, DT]	5063
the definition	[DT, NN]	5045
describes the	[VBZ, DT]	5044
more complex	[RBR, JJ]	5034
the concept	[DT, NN]	5014
goal is	[NN, VBZ]	5008
semantic role	[JJ, NN]	4957
the presence	[DT, NN]	4955
a common	[DT, JJ]	4955
access to	[NN, TO]	4949
model that	[NN, IN]	4937
referred to	[VBN, TO]	4929
a function	[DT, NN]	4915
is similar	[VBZ, JJ]	4913
information to	[NN, TO]	4905
the level	[DT, NN]	4903
these features	[DT, NNS]	4898
presence of	[NN, IN]	4890
the combination	[DT, NN]	4874
information extraction	[NN, NN]	4867
and respectively	[CC, RB]	4862
the need	[DT, NN]	4859
system we	[NN, PRP]	4849
model with	[NN, IN]	4847
the systems	[DT, NNS]	4846
designed to	[VBN, TO]	4824
we evaluate	[PRP, VB]	4819
models for	[NNS, IN]	4813
features the	[NNS, DT]	4793
information and	[NN, CC]	4786
dependency parsing	[NN, VBG]	4775
in natural	[IN, JJ]	4762
proposed by	[VBN, IN]	4753
sum of	[NN, IN]	4751
university of	[NN, IN]	4748
the underlying	[DT, VBG]	4744
as input	[IN, NN]	4741
obtained from	[VBN, IN]	4739
source language	[NN, NN]	4724
task we	[NN, PRP]	4713
features to	[NNS, TO]	4711
of natural	[IN, JJ]	4691
differences between	[NNS, IN]	4688
task the	[NN, DT]	4675
and use	[CC, NN]	4670
in practice	[IN, NN]	4665
to estimate	[TO, VB]	4664
measure the	[NN, DT]	4659
present the	[VB, DT]	4654
differences in	[NNS, IN]	4649
to detect	[TO, VB]	4642
a standard	[DT, NN]	4634
to reduce	[TO, VB]	4624
the error	[DT, NN]	4622
complexity of	[NN, IN]	4606
see section	[VB, NN]	4595
translation model	[NN, NN]	4575
models and	[NNS, CC]	4572
relationship between	[NN, IN]	4562
defined by	[VBN, IN]	4560
the sequence	[DT, NN]	4553
the individual	[DT, NN]	4521
suggest that	[VBP, IN]	4515
to construct	[TO, VB]	4497
to measure	[TO, NN]	4477
we focus	[PRP, NN]	4456
function of	[NN, IN]	4454
however it	[RB, PRP]	4440
including the	[VBG, DT]	4437
required to	[VBN, TO]	4435
section and	[NN, CC]	4431
the values	[DT, NNS]	4428
annotated with	[VBN, IN]	4389
thus we	[RB, PRP]	4388
source of	[NN, IN]	4375
information for	[NN, IN]	4361
values for	[NNS, IN]	4359
to develop	[TO, VB]	4344
method of	[NN, IN]	4343
sentiment analysis	[NN, NN]	4337
the sum	[DT, NN]	4336
we discuss	[PRP, VBP]	4334
we apply	[PRP, VBP]	4334
are based	[VBP, VBN]	4334
identification of	[NN, IN]	4330
compared with	[VBN, IN]	4328
important to	[JJ, TO]	4319
select the	[VB, DT]	4316
be useful	[VB, JJ]	4304
indicate that	[VBP, IN]	4297
of interest	[IN, NN]	4295
an additional	[DT, JJ]	4280
statistical machine	[JJ, NN]	4274
by means	[IN, NNS]	4274
therefore the	[RB, DT]	4260
available for	[JJ, IN]	4255
contains the	[VBZ, DT]	4241
is available	[VBZ, JJ]	4232
measure of	[NN, IN]	4230
instance the	[NN, DT]	4229
the notion	[DT, NN]	4228
to include	[TO, VB]	4228
are presented	[VBP, VBN]	4222
the hypothesis	[DT, NN]	4210
the literature	[DT, NN]	4210
a dependency	[DT, NN]	4196
a source	[DT, NN]	4195
to define	[TO, VB]	4192
performance in	[NN, IN]	4181
knowledge of	[NN, IN]	4181
importance of	[NN, IN]	4175
the relevant	[DT, JJ]	4172
different types	[JJ, NNS]	4165
task and	[NN, CC]	4159
the role	[DT, NN]	4152
difference in	[NN, IN]	4152
include the	[VBP, DT]	4152
role in	[NN, IN]	4144
need for	[NN, IN]	4135
the scope	[DT, NN]	4133
task in	[NN, IN]	4128
content of	[NN, IN]	4127
most likely	[RBS, JJ]	4106
is necessary	[VBZ, JJ]	4105
the author	[DT, NN]	4103
occurrences of	[NNS, IN]	4096
a natural	[DT, JJ]	4096
the appropriate	[DT, JJ]	4083
determined by	[VBN, IN]	4080
a combination	[DT, NN]	4078
this research	[DT, NN]	4063
structure and	[NN, CC]	4060
purpose of	[NN, IN]	4056
the function	[DT, NN]	4056
the experiment	[DT, NN]	4050
errors in	[NNS, IN]	4050
the degree	[DT, NN]	4048
is applied	[VBZ, VBN]	4038
models of	[NNS, IN]	4035
an approach	[DT, NN]	4027
contains a	[VBZ, DT]	4018
this information	[DT, NN]	4015
relevant to	[JJ, TO]	4008
approach for	[NN, IN]	4007
impact of	[NN, IN]	4004
systems are	[NNS, VBP]	4000
process is	[NN, VBZ]	3992
statistically significant	[RB, JJ]	3992
association for	[NN, IN]	3991
resulting in	[VBG, IN]	3981
the various	[DT, JJ]	3979
form a	[NN, DT]	3955
available in	[JJ, IN]	3933
are available	[VBP, JJ]	3932
define a	[VB, DT]	3930
role of	[NN, IN]	3925
this process	[DT, NN]	3915
sequences of	[NNS, IN]	3911
and negative	[CC, JJ]	3910
positive and	[JJ, CC]	3908
to apply	[TO, VB]	3902
make use	[VBP, NN]	3898
semantic relations	[JJ, NNS]	3898
the differences	[DT, NNS]	3894
the impact	[DT, NN]	3890
the relations	[DT, NNS]	3888
more likely	[RBR, JJ]	3888
relies on	[VBZ, IN]	3885
produce a	[VB, DT]	3879
the relationship	[DT, NN]	3877
to distinguish	[TO, VB]	3873
however this	[RB, DT]	3868
models the	[NNS, DT]	3866
combinations of	[NNS, IN]	3865
consist of	[VB, IN]	3854
example is	[NN, VBZ]	3854
next section	[JJ, NN]	3846
translation quality	[NN, NN]	3843
the purpose	[DT, NN]	3835
language pairs	[NN, NNS]	3832
is performed	[VBZ, VBN]	3829
the potential	[DT, NN]	3818
as features	[IN, NNS]	3818
precision of	[NN, IN]	3813
experiments on	[NNS, IN]	3812
scope of	[NN, IN]	3809
improvement in	[NN, IN]	3803
proportion of	[NN, IN]	3795
the entity	[DT, NN]	3794
involved in	[VBN, IN]	3788
described above	[VBN, IN]	3778
input to	[NN, TO]	3778
estimate the	[VB, DT]	3770
a relation	[DT, NN]	3766
relations in	[NNS, IN]	3764
the category	[DT, NN]	3763
result is	[NN, VBZ]	3763
semantic similarity	[JJ, NN]	3749
user s	[NN, VBZ]	3747
models in	[NNS, IN]	3744
composed of	[VBN, IN]	3741
the importance	[DT, NN]	3738
contrast to	[NN, TO]	3737
the percentage	[DT, NN]	3736
to describe	[TO, VB]	3734
section describes	[NN, VBZ]	3730
equal to	[JJ, TO]	3719
obtain the	[VB, DT]	3708
to ensure	[TO, VB]	3705
information that	[NN, WDT]	3704
contained in	[VBN, IN]	3704
a separate	[DT, JJ]	3697
however in	[RB, IN]	3686
rate of	[NN, IN]	3685
the focus	[DT, NN]	3681
representing the	[VBG, DT]	3675
the framework	[DT, NN]	3670
we obtain	[PRP, VB]	3665
consistent with	[JJ, IN]	3663
depend on	[VB, IN]	3660
an input	[DT, NN]	3658
domain of	[NN, IN]	3658
relative to	[JJ, TO]	3654
use in	[NN, IN]	3646
classification of	[NN, IN]	3642
two types	[CD, NNS]	3640
analysis and	[NN, CC]	3636
expressed in	[VBN, IN]	3634
a statistical	[DT, JJ]	3627
translation system	[NN, NN]	3624
the assumption	[DT, NN]	3613
coreference resolution	[NN, NN]	3607
forms of	[NNS, IN]	3601
proposed a	[VBN, DT]	3600
selection of	[NN, IN]	3598
performance is	[NN, VBZ]	3593
the interpretation	[DT, NN]	3591
our knowledge	[PRP$, NN]	3586
more general	[RBR, JJ]	3582
is likely	[VBZ, JJ]	3580
equivalent to	[JJ, TO]	3580
denote the	[VBP, DT]	3576
semantic information	[JJ, NN]	3569
to form	[TO, VB]	3561
other languages	[JJ, NNS]	3556
are defined	[VBP, VBN]	3553
to explore	[TO, VB]	3544
achieved by	[VBN, IN]	3529
proposed in	[VBN, IN]	3527
been proposed	[VBN, VBN]	3524
represents a	[VBZ, DT]	3523
model which	[NN, WDT]	3518
of feature	[IN, NN]	3513
the pattern	[DT, NN]	3510
the database	[DT, NN]	3509
study of	[NN, IN]	3508
example a	[NN, DT]	3508
see figure	[VB, NN]	3506
illustrated in	[VBN, IN]	3500
increase in	[NN, IN]	3486
baseline system	[NN, NN]	3479
relations and	[NNS, CC]	3478
languages and	[NNS, CC]	3477
of errors	[IN, NNS]	3468
occurrence of	[NN, IN]	3463
feature selection	[NN, NN]	3457
calculate the	[VB, DT]	3456
the probabilities	[DT, NNS]	3453
systems in	[NNS, IN]	3450
elements of	[NNS, IN]	3447
an alternative	[DT, NN]	3445
the extraction	[DT, NN]	3444
is assigned	[VBZ, VBN]	3439
the mean	[DT, NN]	3438
observe that	[VBP, IN]	3433
and hence	[CC, RB]	3426
results we	[NNS, PRP]	3423
assumption that	[NN, IN]	3422
results from	[NNS, IN]	3412
increase the	[VB, DT]	3411
mutual information	[JJ, NN]	3409
focuses on	[VBZ, IN]	3399
language is	[NN, VBZ]	3379
figure we	[NN, PRP]	3377
of knowledge	[IN, NN]	3375
is presented	[VBZ, VBN]	3374
is required	[VBZ, VBN]	3371
attempts to	[NNS, TO]	3368
the research	[DT, NN]	3367
we observe	[PRP, VBP]	3366
neural network	[JJ, NN]	3362
is described	[VBZ, VBN]	3361
respectively the	[RB, DT]	3360
are represented	[VBP, VBN]	3360
the core	[DT, NN]	3357
systems and	[NNS, CC]	3357
predict the	[VB, DT]	3351
are extracted	[VBP, VBN]	3349
the range	[DT, NN]	3346
overview of	[NN, IN]	3343
the examples	[DT, NNS]	3341
comparison of	[NN, IN]	3336
described by	[VBN, IN]	3332
syntactic structure	[NN, NN]	3331
this type	[DT, NN]	3325
the statistical	[DT, JJ]	3324
terms in	[NNS, IN]	3322
distribution over	[NN, IN]	3308
research in	[NN, IN]	3308
to support	[TO, NN]	3302
related work	[VBN, NN]	3300
relations are	[NNS, VBP]	3297
of relations	[IN, NNS]	3296
source sentence	[NN, NN]	3295
obtain a	[VB, DT]	3290
most important	[RBS, JJ]	3286
contribution of	[NN, IN]	3283
similarity of	[NN, IN]	3282
viewed as	[VBN, IN]	3274
feature is	[NN, VBZ]	3269
systems that	[NNS, WDT]	3268
structure is	[NN, VBZ]	3265
best results	[JJS, NNS]	3262
be represented	[VB, VBN]	3261
extraction of	[NN, IN]	3261
input sentence	[NN, NN]	3259
framework for	[NN, IN]	3257
lower than	[JJR, IN]	3257
characteristics of	[NNS, IN]	3254
language in	[NN, IN]	3251
instance of	[NN, IN]	3251
input and	[NN, CC]	3249
system can	[NN, MD]	3248
understanding of	[NN, IN]	3247
the description	[DT, NN]	3245
represented in	[VBN, IN]	3244
information the	[NN, DT]	3242
to classify	[TO, VB]	3241
of table	[IN, NN]	3237
see table	[VB, NN]	3237
system which	[NN, WDT]	3236
example if	[NN, IN]	3234
probabilities of	[NNS, IN]	3232
presented a	[VBN, DT]	3231
the constraints	[DT, NNS]	3231
model can	[NN, MD]	3223
features from	[NNS, IN]	3219
the complexity	[DT, NN]	3217
dependency tree	[NN, NN]	3216
table and	[NN, CC]	3215
approach we	[NN, PRP]	3213
form the	[VB, DT]	3208
of research	[IN, NN]	3194
this system	[DT, NN]	3193
language the	[NN, DT]	3191
semantic roles	[JJ, NNS]	3190
the nature	[DT, NN]	3187
system with	[NN, IN]	3186
to express	[TO, VB]	3185
labeled data	[VBN, NNS]	3183
theory of	[NN, IN]	3182
component of	[NN, IN]	3176
of terms	[IN, NNS]	3175
is calculated	[VBZ, VBN]	3155
the likelihood	[DT, NN]	3147
this experiment	[DT, NN]	3145
describe a	[VB, DT]	3142
discuss the	[VB, DT]	3137
proposed method	[VBN, NN]	3134
the existing	[DT, VBG]	3131
the methods	[DT, NNS]	3125
a random	[DT, JJ]	3121
development and	[NN, CC]	3120
construct a	[VB, DT]	3120
generate a	[VB, DT]	3119
apply the	[VB, DT]	3117
models we	[NNS, PRP]	3113
comparing the	[VBG, DT]	3111
that uses	[IN, NNS]	3109
system s	[NN, VBZ]	3102
the association	[DT, NN]	3102
extension of	[NN, IN]	3101
containing the	[VBG, DT]	3099
feature vector	[NN, NN]	3098
the objective	[DT, NN]	3091
section in	[NN, IN]	3085
constraints on	[NNS, IN]	3083
we refer	[PRP, VBP]	3076
the extracted	[DT, VBN]	3076
an entity	[DT, NN]	3074
reviewers for	[NNS, IN]	3066
the mapping	[DT, NN]	3065
indicates the	[VBZ, DT]	3061
an initial	[DT, JJ]	3051
and testing	[CC, VBG]	3050
support vector	[NN, NN]	3045
example we	[NN, PRP]	3033
this example	[DT, NN]	3031
the lack	[DT, NN]	3022
the selection	[DT, NN]	3021
the identification	[DT, NN]	3018
experiment we	[NN, PRP]	3018
the parallel	[DT, NN]	3013
research on	[NN, IN]	3012
results obtained	[NNS, VBN]	3011
the conditional	[DT, JJ]	3009
the primary	[DT, JJ]	3008
by applying	[IN, VBG]	3002
was supported	[VBD, VBN]	3000
and language	[CC, NN]	3000
the ratio	[DT, NN]	2993
limited to	[VBN, TO]	2990
phrase structure	[NN, NN]	2987
in equation	[IN, NN]	2985
approach in	[NN, IN]	2985
the study	[DT, NN]	2981
different languages	[JJ, NNS]	2977
in previous	[IN, JJ]	2975
group of	[NN, IN]	2970
the interaction	[DT, NN]	2964
structure in	[NN, IN]	2960
of languages	[IN, NNS]	2958
mt system	[NN, NN]	2957
useful in	[JJ, IN]	2953
discussion of	[NN, IN]	2952
linked to	[VBN, TO]	2950
is obtained	[VBZ, VBN]	2943
the summary	[DT, NN]	2939
components of	[NNS, IN]	2937
the terms	[DT, NNS]	2937
we extract	[PRP, VB]	2937
effects of	[NNS, IN]	2928
the derivation	[DT, NN]	2926
the project	[DT, NN]	2923
this feature	[DT, NN]	2921
previous section	[JJ, NN]	2918
generate the	[VB, DT]	2914
systems the	[NNS, DT]	2913
to recognize	[TO, VB]	2913
systems for	[NNS, IN]	2909
of entities	[IN, NNS]	2906
anonymous reviewers	[JJ, NNS]	2904
is organized	[VBZ, VBN]	2903
model as	[NN, IN]	2901
to calculate	[TO, VB]	2899
a approach	[DT, NN]	2898
entities in	[NNS, IN]	2898
the design	[DT, NN]	2897
independent of	[JJ, IN]	2894
results and	[NNS, CC]	2893
a positive	[DT, JJ]	2891
comparable to	[JJ, TO]	2890
to indicate	[TO, VB]	2887
context in	[NN, IN]	2881
not use	[RB, NN]	2880
the default	[DT, NN]	2878
methods to	[NNS, TO]	2873
reflect the	[VB, DT]	2873
basis for	[NN, IN]	2871
of type	[IN, NN]	2866
to assess	[TO, VB]	2857
a probability	[DT, NN]	2857
the constraint	[DT, NN]	2856
a graph	[DT, NN]	2850
our proposed	[PRP$, VBN]	2846
value for	[NN, IN]	2841
analysis is	[NN, VBZ]	2837
experiments with	[NNS, IN]	2837
experiment with	[NN, IN]	2837
are generated	[VBP, VBN]	2836
aspect of	[NN, IN]	2830
an appropriate	[DT, JJ]	2830
context and	[NN, CC]	2828
models to	[NNS, TO]	2825
process the	[NN, DT]	2823
the parameter	[DT, NN]	2813
information on	[NN, IN]	2809
absence of	[NN, IN]	2807
probability distribution	[NN, NN]	2806
entity recognition	[NN, NN]	2805
social media	[JJ, NNS]	2798
a term	[DT, NN]	2796
model on	[NN, IN]	2793
impact on	[NN, IN]	2792
interpreted as	[VBN, IN]	2792
training examples	[NN, NNS]	2788
extend the	[VB, DT]	2784
lexical entries	[JJ, NNS]	2784
our goal	[PRP$, NN]	2782
a relatively	[DT, RB]	2782
an instance	[DT, NN]	2777
observed in	[VBN, IN]	2774
applying the	[VBG, DT]	2772
the common	[DT, JJ]	2771
domain and	[NN, CC]	2767
the errors	[DT, NNS]	2767
occurs in	[VBZ, IN]	2767
extract the	[VB, DT]	2764
available to	[JJ, TO]	2764
these models	[DT, NNS]	2763
be defined	[VB, VBN]	2761
improvement of	[NN, IN]	2761
generated from	[VBN, IN]	2756
are similar	[VBP, JJ]	2755
table for	[NN, IN]	2753
most common	[RBS, JJ]	2752
in example	[IN, NN]	2752
ratio of	[NN, IN]	2751
tends to	[VBZ, TO]	2750
the observed	[DT, VBN]	2750
to extend	[TO, VB]	2750
widely used	[RB, VBN]	2747
are likely	[VBP, JJ]	2743
a measure	[DT, NN]	2741
improves the	[VBZ, DT]	2741
paper describes	[NN, VBZ]	2740
of experiments	[IN, NNS]	2738
entities and	[NNS, CC]	2738
a summary	[DT, NN]	2737
system was	[NN, VBD]	2730
system has	[NN, VBZ]	2729
feature sets	[NN, NNS]	2729
approach the	[NN, DT]	2725
of various	[IN, JJ]	2719
identifying the	[VBG, DT]	2719
parameters of	[NNS, IN]	2719
in performance	[IN, NN]	2719
mapped to	[VBN, TO]	2718
the remainder	[DT, NN]	2717
the global	[DT, JJ]	2714
a range	[DT, NN]	2711
we therefore	[PRP, RB]	2707
that contain	[WDT, VBP]	2705
a whole	[DT, NN]	2704
classified as	[VBN, IN]	2704
information of	[NN, IN]	2700
models that	[NNS, WDT]	2696
a context	[DT, NN]	2696
methods are	[NNS, VBP]	2693
is associated	[VBZ, VBN]	2693
user to	[NN, TO]	2691
resulted in	[VBN, IN]	2688
suitable for	[JJ, IN]	2688
results the	[NNS, DT]	2687
and information	[CC, NN]	2687
we perform	[PRP, VBP]	2686
a unique	[DT, JJ]	2686
each language	[DT, NN]	2686
product of	[NN, IN]	2685
of figure	[IN, NN]	2682
this article	[DT, NN]	2680
the university	[DT, NN]	2676
important for	[JJ, IN]	2672
syntactic information	[NN, NN]	2672
probability that	[NN, WDT]	2670
performance for	[NN, IN]	2670
developed for	[VBN, IN]	2667
interest in	[NN, IN]	2667
explore the	[VB, DT]	2667
better results	[JJR, NNS]	2660
argue that	[VBP, IN]	2660
accuracy and	[NN, CC]	2654
determining the	[VBG, DT]	2652
logical form	[JJ, NN]	2652
be obtained	[VB, VBN]	2646
of context	[IN, NN]	2645
the matrix	[DT, NN]	2644
the product	[DT, NN]	2640
organized as	[VBN, IN]	2639
is generated	[VBZ, VBN]	2639
tables and	[NNS, CC]	2638
